name,discipline,region,vertical,years_experience,seniority,domain,communication,timezone,bandwidth,availability_status,available_in_weeks
Mary Houston,Other,Americas,Government,1,20,33,25,70,75,Available,0
Margaret Erickson,Backend,EMEA,SaaS,13,65,82,69,70,37,Fully booked,15
Scott Anderson,Networking,Americas,Government,17,52,53,73,87,38,Partially committed,4
Stephanie Knight,Backend,APAC,E-commerce,4,21,36,48,26,63,Partially committed,1
Stephanie Dominguez,Frontend,APAC,Gaming,11,44,45,62,27,42,Available,0
John Mayer,Frontend,Americas,Other,6,35,29,41,93,61,Available,0
Tammy Hill,DevOps,APAC,Government,8,56,39,29,41,99,Partially committed,2
Steven Carrillo,Backend,APAC,EdTech,17,77,66,57,19,37,Partially committed,1
Christopher Jones,Data / Database,APAC,FinTech,2,12,34,28,21,70,Available,0
Janet Cook,Networking,EMEA,Gaming,11,52,32,44,51,20,Partially committed,4
Tyler Baker,Backend,Americas,Gaming,10,47,29,49,76,67,Available,0
John Mcfarland,Backend,Americas,Healthcare,15,63,41,63,64,39,Partially committed,3
Cassandra Vasquez,AI / ML,EMEA,Gaming,12,54,45,64,47,61,Partially committed,4
Randy Robinson,Data / Database,EMEA,EdTech,5,35,53,39,48,64,Available,0
Susan Baldwin,Networking,APAC,Government,11,44,24,20,16,60,Available,0
Benjamin Duncan,Backend,Americas,Logistics,4,34,30,35,86,40,Available,0
Jeremy Mosley,Backend,EMEA,Healthcare,12,72,46,61,54,46,Partially committed,3
Martin Fitzpatrick,Frontend,APAC,Media,13,50,20,67,34,61,Available,0
Deborah Graves,AI / ML,Americas,Government,21,88,43,61,72,44,Partially committed,1
Laura Robertson,AI / ML,APAC,Other,11,49,33,57,34,84,Partially committed,1
Katherine Graham,Other,Americas,Other,5,36,25,47,83,59,Available,0
Priscilla Floyd,Data / Database,APAC,FinTech,3,20,36,35,23,42,Available,0
April Finley,Networking,Americas,Government,3,14,31,45,98,71,Partially committed,1
Karen Bradley,Data / Database,Americas,Government,1,18,23,25,83,13,Partially committed,3
Heather Maldonado,Data / Database,Americas,E-commerce,11,55,49,45,77,94,Available,0
Mark Benjamin,Networking,Americas,Other,15,60,72,55,85,20,Available,0
Joseph Woodward,Frontend,APAC,Other,7,18,61,25,19,80,Available,0
Joe Miranda,Backend,EMEA,Media,14,68,20,66,53,67,Partially committed,1
Cassandra Williams,Backend,Americas,Telecom,10,40,51,35,99,35,Available,0
Connor Dominguez,Networking,Americas,FinTech,8,53,37,55,64,67,Fully booked,4
Lydia Howard,Backend,Americas,Media,20,82,56,65,77,36,Available,0
Mark Moss,Backend,Americas,Healthcare,13,68,41,62,81,49,Available,0
Corey Cortez,Other,APAC,Telecom,11,45,44,41,24,66,Available,0
Katherine Brown,Backend,EMEA,Healthcare,7,32,40,36,50,58,Partially committed,2
Elizabeth Ferguson,Backend,EMEA,E-commerce,4,7,27,30,72,44,Available,0
Joann Forbes,DevOps,EMEA,Healthcare,6,36,25,46,49,67,Available,0
Anthony French,Networking,APAC,Other,11,46,37,48,32,53,Available,0
Bruce Roman,Frontend,EMEA,SaaS,6,30,41,64,49,57,Partially committed,4
Judy Gregory,DevOps,APAC,SaaS,10,47,51,35,32,55,Available,0
Brittany Riley,Frontend,APAC,Government,11,52,55,50,37,29,Partially committed,2
Amanda Thomas,Data / Database,Americas,FinTech,8,46,33,26,81,34,Available,0
Kaitlin Hardin,Backend,APAC,EdTech,8,37,44,49,22,46,Partially committed,3
Michael Anderson,Backend,EMEA,Gaming,12,53,58,36,54,64,Partially committed,1
Anthony Parker,Data / Database,EMEA,EdTech,14,59,63,51,60,36,Available,0
Joy Jackson,AI / ML,EMEA,Media,6,28,37,34,64,84,Partially committed,4
Sabrina Rodriguez,Cloud,Americas,Healthcare,19,78,50,68,85,55,Available,0
Robert Walker PhD,AI / ML,Americas,Logistics,13,48,48,41,81,64,Partially committed,1
Robert Hendrix,Cloud,Americas,Government,9,50,25,42,95,49,Available,0
Erika Daugherty,Frontend,APAC,Telecom,16,64,46,77,22,21,Available,0
Brenda Copeland,Backend,EMEA,Logistics,10,55,52,56,51,66,Available,0
Pamela Watkins,AI / ML,APAC,Other,17,69,59,52,46,38,Available,0
Bryan Thomas,DevOps,APAC,Gaming,14,56,43,49,27,25,Available,0
Michael Tran,Other,EMEA,SaaS,5,38,39,67,62,41,Available,0
Timothy Williams,Frontend,Americas,Other,13,57,34,50,73,53,Available,0
Ryan Salazar,Backend,EMEA,EdTech,5,27,46,29,65,13,Partially committed,1
Alexis Tucker,Backend,APAC,Media,10,52,41,41,16,49,Partially committed,4
Christopher Davis,Backend,APAC,Gaming,14,49,43,42,16,76,Partially committed,4
Stacie Butler,Backend,Americas,Logistics,9,46,36,40,91,57,Partially committed,2
Patricia Schwartz,Data / Database,APAC,Other,9,47,40,31,24,80,Available,0
Mark Mills,DevOps,APAC,E-commerce,3,12,27,15,26,55,Available,0
Todd Bishop,Backend,EMEA,Telecom,10,39,51,33,59,81,Available,0
Christopher Porter,Frontend,Americas,SaaS,11,52,38,59,79,29,Partially committed,2
Lori Patton,Cloud,EMEA,SaaS,14,53,69,46,45,67,Available,0
Aaron Young,Data / Database,EMEA,EdTech,8,29,60,37,49,57,Partially committed,2
Joseph Davis,DevOps,EMEA,Media,12,75,32,80,45,78,Partially committed,2
Philip Fernandez,Data / Database,APAC,Other,6,33,38,59,40,51,Partially committed,2
Randy Hopkins,AI / ML,APAC,FinTech,14,69,38,56,40,31,Available,0
Cory Hogan,DevOps,Americas,Healthcare,14,59,42,45,74,64,Available,0
Tracy Wells,AI / ML,APAC,Telecom,3,37,62,31,32,91,Partially committed,3
Michael Williams,Data / Database,Americas,Media,24,86,55,77,79,54,Partially committed,3
Dominique Hamilton,Backend,EMEA,Logistics,7,26,43,35,70,59,Partially committed,1
Robert Chang,Backend,EMEA,Other,15,68,56,54,79,28,Partially committed,1
Patrick Buckley,Data / Database,APAC,Telecom,18,70,37,49,35,71,Partially committed,2
Richard Washington,Data / Database,APAC,E-commerce,13,37,33,33,23,57,Available,0
Steven Griffith,Cloud,Americas,Gaming,19,78,36,68,70,65,Partially committed,1
Erika Gonzalez,Backend,APAC,Gaming,12,45,32,29,30,61,Partially committed,3
Erika Maxwell,Cloud,APAC,Government,13,56,5,67,26,96,Available,0
Brent Rojas,Networking,APAC,Logistics,12,55,52,45,14,44,Available,0
Jaime Walker,Cloud,EMEA,Healthcare,10,47,70,47,56,46,Partially committed,3
John Zamora,Data / Database,APAC,SaaS,13,66,48,39,49,73,Partially committed,1
Timothy Gibson,Other,APAC,Other,13,66,26,58,36,74,Available,0
Chad Cortez,Data / Database,EMEA,SaaS,1,15,22,28,43,84,Available,0
Vanessa Harris,Frontend,EMEA,EdTech,17,76,44,62,55,51,Partially committed,2
Michael Brown,Networking,EMEA,Government,0,17,16,54,59,66,Available,0
Samuel Ellis,Backend,EMEA,E-commerce,16,71,61,63,60,25,Available,0
Greg Tanner,Cloud,APAC,Healthcare,16,73,61,50,12,49,Partially committed,3
Rachel Little,Frontend,APAC,Telecom,7,28,22,29,27,65,Available,0
Carolyn Cordova,Frontend,APAC,Other,8,42,50,54,31,63,Partially committed,4
Angelica Vincent,Frontend,Americas,SaaS,12,28,66,57,80,45,Available,0
Zachary Vargas PhD,Backend,EMEA,Telecom,13,46,72,52,36,35,Available,0
Nicholas Fitzgerald,Frontend,APAC,Media,7,44,79,57,26,78,Available,0
Garrett Riley,Backend,APAC,FinTech,15,66,35,66,36,71,Available,0
Leslie Hernandez,Networking,APAC,Other,16,76,88,83,22,46,Available,0
Abigail Baird,Networking,EMEA,E-commerce,15,78,43,37,50,71,Partially committed,4
John Mack,Networking,EMEA,Logistics,6,39,29,54,69,77,Available,0
Joseph Mendoza,AI / ML,EMEA,Telecom,11,46,48,62,53,23,Partially committed,1
Samantha Chavez,Data / Database,APAC,EdTech,2,16,25,14,29,60,Available,0
Justin Smith,AI / ML,EMEA,Gaming,9,34,47,30,36,86,Partially committed,2
Tiffany Anderson,Data / Database,APAC,EdTech,17,69,32,48,17,21,Fully booked,11
Matthew Davis,Data / Database,Americas,Healthcare,21,82,52,56,99,21,Available,0
Eric Warner,Cloud,EMEA,E-commerce,4,25,53,31,72,73,Available,0
Nicole Johnson,Backend,EMEA,EdTech,9,38,41,47,60,84,Partially committed,1
Raymond Sawyer,Networking,APAC,Telecom,12,49,47,62,5,50,Partially committed,2
Richard Wood,Data / Database,EMEA,Government,11,56,50,68,42,46,Available,0
Mark Dalton,Frontend,EMEA,EdTech,6,34,54,30,41,25,Available,0
Steven Cook,Frontend,APAC,SaaS,16,58,26,42,14,48,Partially committed,2
Jeffery Nelson,Frontend,APAC,Media,9,41,50,64,24,28,Partially committed,4
Kimberly Norton,AI / ML,APAC,Other,12,50,41,59,36,49,Available,0
Angela Gilmore,Other,Americas,Gaming,12,61,47,57,76,80,Partially committed,3
Amy Dougherty,Backend,APAC,SaaS,9,50,55,57,25,30,Available,0
Stacy Rodriguez,Backend,EMEA,Telecom,8,41,23,45,52,52,Available,0
Manuel Diaz,Backend,Americas,Government,10,48,28,56,91,74,Partially committed,3
Justin Jones,Networking,APAC,E-commerce,9,48,13,44,37,41,Partially committed,1
Christine Zavala,Backend,Americas,FinTech,9,43,34,50,84,65,Available,0
Brian Mendoza,AI / ML,Americas,Logistics,7,45,57,26,95,73,Available,0
Lauren Haley,Cloud,EMEA,Government,16,82,47,56,51,52,Partially committed,1
Patrick Perez,AI / ML,Americas,EdTech,15,61,29,46,99,56,Partially committed,2
Derek Frazier,DevOps,APAC,Other,11,44,36,42,22,35,Partially committed,3
Arthur Reed,Cloud,Americas,E-commerce,13,64,25,44,62,45,Available,0
Mr. Bryan Mckinney,DevOps,Americas,E-commerce,8,43,23,39,69,60,Available,0
Kim Carter,Networking,EMEA,Media,14,73,53,41,41,14,Partially committed,2
Rebecca Dougherty,Networking,EMEA,Healthcare,12,57,28,61,48,10,Partially committed,4
Teresa Jones,DevOps,APAC,Media,12,48,60,48,39,53,Available,0
Judith Miller,DevOps,EMEA,Gaming,15,59,47,31,51,62,Partially committed,4
Donna Frye,AI / ML,APAC,Logistics,3,19,35,23,14,63,Available,0
Donald Terry,AI / ML,APAC,Telecom,4,27,31,43,13,28,Available,0
Shaun Meyer DDS,Cloud,EMEA,Telecom,6,26,48,30,54,82,Partially committed,2
Wayne Weaver,Frontend,Americas,FinTech,10,53,53,42,97,57,Available,0
Gregory Wallace,Frontend,EMEA,Logistics,18,85,56,66,57,69,Fully booked,16
Dorothy Brown,AI / ML,Americas,E-commerce,24,95,66,77,91,35,Available,0
Crystal Meza,Frontend,Americas,SaaS,16,63,46,36,86,59,Available,0
Jennifer Cooper,Backend,APAC,Healthcare,14,60,54,63,13,64,Partially committed,2
Erin Watkins,Backend,APAC,FinTech,1,14,26,21,34,83,Partially committed,2
Sarah Wallace,DevOps,EMEA,Government,9,39,41,44,44,76,Available,0
Carlos Clarke,DevOps,Americas,E-commerce,10,34,38,42,78,43,Available,0
David Washington,Backend,EMEA,Government,8,38,33,36,48,56,Partially committed,2
Patricia Williams,Backend,APAC,Telecom,13,47,36,34,27,46,Available,0
Jesus Jackson,Networking,Americas,FinTech,12,41,50,41,80,60,Partially committed,2
Michelle Mitchell,AI / ML,EMEA,E-commerce,6,10,55,53,51,34,Available,0
Sara Schwartz,Frontend,EMEA,Other,15,65,64,38,52,21,Partially committed,4
Brittany Young,Frontend,APAC,Gaming,8,29,21,63,31,99,Available,0
Eugene Martinez,DevOps,APAC,E-commerce,15,55,66,49,25,94,Partially committed,4
Cody Hart,Networking,APAC,SaaS,21,91,51,71,26,72,Partially committed,4
Evan Cooper,Networking,APAC,SaaS,6,32,46,26,48,69,Available,0
Joshua Martin,Cloud,EMEA,FinTech,0,0,17,14,65,81,Partially committed,1
Thomas Sullivan,AI / ML,APAC,Media,10,44,44,40,23,73,Available,0
Mr. Jimmy Flores Jr.,Backend,APAC,Other,13,72,50,46,29,85,Available,0
Vanessa Rivera,Frontend,EMEA,Logistics,20,89,33,67,55,39,Available,0
Kara Roberts,DevOps,EMEA,Logistics,8,25,48,32,56,45,Partially committed,4
Veronica Berry,Networking,Americas,Media,9,60,60,81,82,54,Available,0
Keith Meadows,DevOps,EMEA,Logistics,12,41,42,29,56,70,Available,0
Michael Dennis,Other,Americas,E-commerce,13,48,65,50,79,51,Partially committed,3
Brenda Pierce,Networking,APAC,Gaming,21,99,53,78,22,36,Available,0
James Randall,Cloud,Americas,Logistics,6,20,49,20,78,90,Available,0
Brandon Brown,Frontend,Americas,Government,12,55,14,62,65,38,Available,0
Lauren Walker,Frontend,APAC,Gaming,16,59,83,49,35,84,Available,0
Diana Johnson,Networking,APAC,Government,18,72,72,26,33,71,Available,0
Jill Powers,Backend,APAC,Healthcare,9,52,37,60,48,94,Partially committed,3
Jorge Lee,Frontend,Americas,Media,14,56,19,37,70,98,Partially committed,2
Larry Harding,AI / ML,EMEA,Logistics,9,42,45,31,51,65,Available,0
Heather Hernandez,AI / ML,EMEA,Other,12,55,25,62,67,96,Partially committed,4
Jaclyn Watson,Backend,EMEA,Healthcare,8,43,46,42,59,67,Available,0
Gregory Madden,Networking,APAC,Government,17,62,57,69,44,62,Available,0
Anita Luna,Frontend,APAC,EdTech,12,43,31,63,43,61,Partially committed,2
Willie Lara,Backend,EMEA,Gaming,11,58,59,45,31,46,Available,0
Robert Waller,DevOps,APAC,Other,8,49,51,61,31,71,Available,0
Steven Taylor,Networking,Americas,EdTech,15,73,62,51,85,75,Partially committed,2
Angelica Clark,Frontend,Americas,E-commerce,12,49,44,81,82,28,Partially committed,3
Sean Hatfield,Backend,APAC,Healthcare,4,15,15,23,24,99,Available,0
Tyler Avila,Backend,EMEA,Logistics,19,75,67,77,71,84,Available,0
Jason Rocha,Other,EMEA,Gaming,9,32,37,53,55,48,Available,0
Justin Page,Cloud,Americas,Gaming,10,37,23,48,51,70,Available,0
Breanna Lopez,Data / Database,APAC,EdTech,9,38,60,35,24,57,Partially committed,3
Julian Williams,Frontend,EMEA,Telecom,14,77,77,62,76,58,Available,0
Sandra Torres,DevOps,EMEA,EdTech,1,7,31,0,44,61,Partially committed,2
Julie Johnson,DevOps,APAC,Government,24,99,89,78,40,57,Available,0
Dennis Blanchard,Networking,APAC,Healthcare,16,71,50,65,38,31,Available,0
Kaitlyn Valdez,Backend,EMEA,Government,13,54,40,54,52,99,Available,0
Jennifer Vasquez,Other,APAC,Other,10,49,33,8,30,36,Available,0
Danielle Wilson,Data / Database,APAC,Logistics,10,56,65,35,27,66,Partially committed,3
Zachary Jones,Backend,APAC,Other,13,60,35,45,23,40,Available,0
Lauren Cunningham,Backend,EMEA,Gaming,15,63,58,61,48,50,Available,0
Lori Alvarez,Data / Database,Americas,Logistics,12,61,37,60,96,63,Available,0
Barbara Hunt,AI / ML,APAC,E-commerce,11,52,37,49,26,58,Available,0
Sarah Martin,Cloud,EMEA,SaaS,8,46,54,57,47,59,Partially committed,2
Francisco Johns,DevOps,Americas,Logistics,13,47,40,34,87,49,Available,0
Christopher Nelson,Frontend,EMEA,Healthcare,10,46,36,57,59,43,Partially committed,2
Thomas Kelly,Frontend,EMEA,Healthcare,19,73,69,68,40,65,Available,0
Joseph Mayer,Data / Database,EMEA,FinTech,17,62,73,61,49,37,Available,0
Pamela White,Cloud,Americas,FinTech,0,0,39,22,65,52,Available,0
Paul Stephens,Cloud,EMEA,FinTech,12,63,35,82,81,41,Partially committed,2
Samantha Cohen,Backend,Americas,Media,8,54,32,59,78,49,Partially committed,1
Michael Barker,Frontend,APAC,Gaming,8,50,41,36,21,28,Partially committed,3
Kevin Morrow,Backend,Americas,Government,7,42,42,50,77,29,Partially committed,3
Joseph Watson,AI / ML,EMEA,EdTech,19,72,39,72,47,63,Available,0
Mr. Thomas Garcia,DevOps,Americas,Gaming,16,69,59,51,80,64,Fully booked,9
Daniel Lopez,Backend,EMEA,FinTech,8,35,41,58,67,65,Partially committed,4
Lisa Guerra,Backend,APAC,EdTech,8,58,16,59,29,82,Available,0
Kim Arnold,Frontend,Americas,Media,4,31,22,7,68,42,Partially committed,3
Ashley Stevens,Data / Database,APAC,EdTech,7,22,31,40,17,26,Available,0
Robert Mclean,Networking,Americas,Healthcare,9,37,40,38,84,74,Partially committed,4
Eric Cox,Other,EMEA,Government,15,67,74,66,47,18,Partially committed,2
Stacy Harper,Data / Database,Americas,EdTech,16,69,53,73,80,50,Partially committed,1
Gloria Mckinney,Frontend,APAC,Media,17,60,38,58,54,60,Partially committed,2
Robert Walker,Cloud,Americas,FinTech,14,65,50,81,72,94,Available,0
Brenda Perez,Cloud,APAC,FinTech,14,60,41,53,14,43,Available,0
Carlos Miller,Frontend,APAC,Government,9,37,45,52,21,49,Available,0
Rachel Jones,AI / ML,EMEA,Gaming,18,59,60,66,37,68,Available,0
Nicole Williams,Networking,Americas,Logistics,10,66,59,57,95,65,Available,0
Ricky Palmer,Data / Database,APAC,SaaS,16,65,49,68,16,46,Partially committed,2
Bryan King,DevOps,EMEA,Government,16,74,72,54,45,55,Available,0
Michael Webster,Cloud,EMEA,Gaming,15,64,61,51,42,39,Partially committed,2
Tamara Harris,Cloud,EMEA,Government,11,57,34,35,38,64,Partially committed,4
Cathy Bell,Frontend,APAC,E-commerce,16,71,80,64,27,20,Partially committed,1
Ryan Mcmahon,Frontend,Americas,Healthcare,12,49,49,54,74,99,Available,0
Hannah Martin,Frontend,APAC,Healthcare,13,32,34,58,10,74,Available,0
Monica Allen,Cloud,EMEA,Gaming,12,47,68,59,51,34,Available,0
Annette Lane,Data / Database,APAC,SaaS,6,35,66,39,32,53,Available,0
Daniel Lee,DevOps,APAC,Healthcare,7,36,38,27,24,37,Partially committed,2
Steven Medina,Networking,EMEA,Gaming,10,47,34,55,61,40,Available,0
Annette Lewis,Backend,Americas,Government,4,34,32,58,99,63,Partially committed,4
Michelle Richardson,Cloud,EMEA,Telecom,9,44,51,57,63,85,Available,0
Jessica Rosario,Data / Database,EMEA,EdTech,4,12,53,46,57,61,Available,0
Henry Gray,Backend,APAC,Telecom,10,54,49,49,36,17,Partially committed,2
Darren Rodriguez,Backend,EMEA,Telecom,13,50,47,43,77,44,Available,0
Mrs. Ashley Taylor,Other,APAC,EdTech,8,34,61,32,14,48,Available,0
Michele Hawkins,Networking,EMEA,Telecom,13,63,41,56,61,55,Partially committed,1
Garrett Wilson,Frontend,EMEA,SaaS,15,69,62,58,45,50,Available,0
Kyle Collins,Other,Americas,EdTech,7,18,35,37,84,18,Available,0
Jill Spencer,Networking,EMEA,Healthcare,9,35,47,41,42,40,Partially committed,2
Scott Lopez,Frontend,Americas,Telecom,8,35,38,40,90,37,Partially committed,2
Ryan Alvarez,Frontend,EMEA,Telecom,6,31,37,30,58,77,Available,0
Cassie Lutz,Backend,EMEA,Other,15,67,43,71,70,47,Partially committed,3
Brian Kim DDS,DevOps,EMEA,E-commerce,9,46,60,49,52,17,Available,0
Charles Morales,DevOps,Americas,Media,6,45,27,45,79,40,Available,0
Ashley Schaefer,Backend,APAC,Logistics,6,10,27,19,25,87,Available,0
Amy Hester,Data / Database,Americas,E-commerce,14,63,77,38,99,42,Available,0
Kurt Ewing,Backend,EMEA,Gaming,6,25,51,56,61,47,Available,0
Ryan Hardy,Frontend,APAC,FinTech,11,51,10,58,41,52,Available,0
Micheal Perkins,Data / Database,EMEA,Other,11,56,35,30,62,59,Available,0
Richard Schneider,Backend,Americas,E-commerce,17,77,25,74,91,48,Available,0
John Morrison,DevOps,Americas,EdTech,2,24,19,50,67,81,Partially committed,4
John Ramirez,Other,APAC,E-commerce,5,0,0,27,22,62,Available,0
Ashley King,Frontend,Americas,EdTech,9,54,39,74,76,69,Partially committed,1
Mark Taylor Jr.,Frontend,EMEA,Telecom,17,86,34,71,56,53,Partially committed,4
Barry Gregory,Frontend,APAC,Media,16,75,50,43,27,26,Available,0
Janet Shelton,Data / Database,EMEA,Logistics,15,54,25,57,39,91,Available,0
Marco Davis,Cloud,APAC,Media,9,40,42,49,28,81,Available,0
Paul Saunders,DevOps,APAC,EdTech,12,66,39,50,8,42,Fully booked,8
Christina Bates,Data / Database,EMEA,Logistics,9,31,62,48,63,57,Partially committed,3
Dennis Cooper PhD,Backend,Americas,Government,15,60,67,31,83,66,Partially committed,2
Tiffany Johnson,Backend,EMEA,FinTech,14,60,58,69,67,58,Available,0
Thomas Reyes,Backend,Americas,E-commerce,17,71,46,48,84,54,Partially committed,1
James Stevens,DevOps,Americas,E-commerce,27,99,90,61,77,57,Available,0
Justin Dalton,Frontend,EMEA,E-commerce,17,58,29,52,39,62,Partially committed,1
Michael Henry,Networking,APAC,SaaS,7,40,19,51,24,65,Available,0
Mike Freeman,DevOps,EMEA,FinTech,14,49,46,52,47,58,Partially committed,4
Michael Keller,Backend,APAC,Other,4,15,66,22,32,75,Available,0
Laura Alvarez,Data / Database,Americas,Healthcare,9,36,38,36,78,63,Partially committed,2
Katie Myers,Other,APAC,Gaming,6,42,35,30,34,62,Available,0
Wesley Jensen MD,Frontend,EMEA,Other,8,40,20,42,69,85,Partially committed,3
Erica Johnson,Backend,APAC,Media,10,53,55,67,14,64,Available,0
Russell Bailey,Data / Database,Americas,Telecom,9,34,54,42,82,66,Available,0
Alyssa Vance,DevOps,Americas,Healthcare,18,72,63,73,82,34,Partially committed,2
Brent Reed,Backend,APAC,Telecom,7,50,30,70,31,39,Available,0
Gregory Stanley,AI / ML,Americas,Logistics,11,50,33,42,89,79,Partially committed,4
Matthew Watkins,DevOps,Americas,Telecom,12,43,26,44,98,69,Available,0
Ana Torres,AI / ML,APAC,SaaS,11,53,45,82,17,74,Available,0
Alejandro Nguyen,Backend,Americas,Logistics,16,67,34,78,66,57,Available,0
Scott Bradley,Networking,APAC,FinTech,8,33,23,18,30,67,Partially committed,1
Deborah Dominguez,Backend,APAC,EdTech,9,37,35,49,32,55,Available,0
Victoria Gray,Backend,Americas,Logistics,9,44,34,47,89,56,Partially committed,1
Kenneth Stokes,AI / ML,APAC,Logistics,3,23,26,48,20,52,Available,0
Michael Rogers,Frontend,Americas,Healthcare,5,34,43,31,66,86,Partially committed,2
Pamela Morgan,Other,Americas,Government,10,40,44,33,94,43,Available,0
Heidi Graham,Data / Database,Americas,Telecom,15,67,44,49,87,59,Partially committed,2
Ryan Cobb PhD,Other,EMEA,Other,12,55,47,45,51,52,Available,0
Donna Williams,DevOps,Americas,EdTech,11,54,29,63,61,74,Available,0
Jennifer Perez PhD,Cloud,APAC,FinTech,14,67,49,42,21,57,Available,0
Ryan Davis,Frontend,APAC,Other,13,47,47,40,35,66,Partially committed,2
Austin Solis,Data / Database,APAC,FinTech,12,58,24,29,32,59,Partially committed,2
Daniel Flynn,Cloud,EMEA,Gaming,8,48,54,63,41,36,Partially committed,3
Elizabeth Brock,Networking,EMEA,Healthcare,14,55,34,70,61,66,Available,0
Joshua Gonzalez,Frontend,APAC,FinTech,8,38,41,40,27,56,Available,0
Mario Chavez,Data / Database,APAC,Government,0,1,47,21,41,50,Available,0
Catherine Smith,Data / Database,EMEA,Other,14,47,59,55,48,28,Available,0
